Comunidad,Fecha,Casos,IA14,Fallecidos,CasosDiarios,FallecidosDiarios
La Rioja,2020-07-07,4078,1.58,366,0,0
Melilla,2020-07-07,126,0,2,0,0
País Vasco,2020-07-07,13859,5.57,1561,31,0
Principado de Asturias,2020-07-07,2435,0,334,0,0
Región de Murcia,2020-07-07,1709,3.68,148,3,0
Andalucía,2020-07-08,13303,4.08,1434,28,1
Aragón,2020-07-08,6578,35.93,913,59,0
Cantabria,2020-07-08,2369,3.1,216,1,0
Castilla y León,2020-07-08,19778,6.54,2788,5,0
Castilla-La Mancha,2020-07-08,18307,12,3029,16,1
Cataluña,2020-07-08,63042,25.68,5675,99,0
Ceuta,2020-07-08,163,0,4,0,0
Comunidad de Madrid,2020-07-08,72409,10.14,8441,73,1
Comunidad Foral de Navarra,2020-07-08,5490,9.78,528,4,0
Comunidad Valenciana,2020-07-08,11701,3.4,1432,16,0
España,2020-07-08,252513,9.89,28396,383,4
Extremadura,2020-07-08,3076,5.53,519,10,0
Galicia,2020-07-08,9371,7.26,619,35,0
Islas Baleares,2020-07-08,2240,4.35,224,1,0
Islas Canarias,2020-07-08,2444,1.02,162,1,0
La Rioja,2020-07-08,4079,1.89,366,1,0
Melilla,2020-07-08,126,0,2,0,0
País Vasco,2020-07-08,13884,6.34,1562,25,1
Principado de Asturias,2020-07-08,2436,0.1,334,1,0
Región de Murcia,2020-07-08,1717,4.15,148,8,0
Andalucía,2020-07-09,13338,3.41,1435,35,1
Aragón,2020-07-09,6637,36.31,913,59,0
Cantabria,2020-07-09,2369,3.1,216,0,0
Castilla y León,2020-07-09,19782,6.17,2791,4,3
Castilla-La Mancha,2020-07-09,18330,12,3029,23,0
Cataluña,2020-07-09,63307,28.55,5675,265,0
Ceuta,2020-07-09,163,0,4,0,0
Comunidad de Madrid,2020-07-09,72469,10.04,8442,60,1
Comunidad Foral de Navarra,2020-07-09,5496,9.32,528,6,0
Comunidad Valenciana,2020-07-09,11718,3.62,1432,17,0
España,2020-07-09,253056,10.32,28401,543,5
Extremadura,2020-07-09,3082,5.9,519,6,0
Galicia,2020-07-09,9403,8.04,619,32,0
Islas Baleares,2020-07-09,2246,4.87,224,6,0
Islas Canarias,2020-07-09,2451,1.25,162,7,0
La Rioja,2020-07-09,4079,1.26,366,0,0
Melilla,2020-07-09,126,0,2,0,0
País Vasco,2020-07-09,13903,6.48,1562,19,0
Principado de Asturias,2020-07-09,2436,0.1,334,0,0
Región de Murcia,2020-07-09,1721,4.22,148,4,0
Andalucía,2020-07-10,13386,3.79,1435,48,0
Aragón,2020-07-10,6632,35.78,915,-5,2
Cantabria,2020-07-10,2369,2.58,216,0,0
Castilla y León,2020-07-10,19787,5.67,2792,5,1
Castilla-La Mancha,2020-07-10,18343,11.86,3029,13,0
Cataluña,2020-07-10,63888,34.64,5675,581,0
Ceuta,2020-07-10,163,0,4,0,0
Comunidad de Madrid,2020-07-10,72532,9.48,8441,63,-1
Comunidad Foral de Navarra,2020-07-10,5523,12.38,528,27,0
Comunidad Valenciana,2020-07-10,11740,3.94,1432,22,0
España,2020-07-10,253908,11.47,28403,852,2
Extremadura,2020-07-10,3106,7.59,519,24,0
Galicia,2020-07-10,9431,8.85,619,28,0
Islas Baleares,2020-07-10,2249,4.96,224,3,0
Islas Canarias,2020-07-10,2450,1.11,162,-1,0
La Rioja,2020-07-10,4081,1.58,366,2,0
Melilla,2020-07-10,126,0,2,0,0
País Vasco,2020-07-10,13939,7.79,1562,36,0
Principado de Asturias,2020-07-10,2437,0.2,334,1,0
Región de Murcia,2020-07-10,1726,4.28,148,5,0
Andalucía,2020-07-13,13510,4.4,1435,124,0
Aragón,2020-07-13,6861,46.31,915,229,0
Cantabria,2020-07-13,2374,2.07,216,5,0
Castilla y León,2020-07-13,19790,4.67,2792,3,0
Castilla-La Mancha,2020-07-13,18392,10.28,3030,49,1
Cataluña,2020-07-13,65086,45.46,5676,1198,1
Ceuta,2020-07-13,163,0,4,0,0
Comunidad de Madrid,2020-07-13,72649,9.41,8442,117,1
Comunidad Foral de Navarra,2020-07-13,5589,19.26,528,66,0
Comunidad Valenciana,2020-07-13,11794,4.08,1432,54,0
España,2020-07-13,255953,13.9,28406,2045,3
Extremadura,2020-07-13,3191,15.55,519,85,0
Galicia,2020-07-13,9454,8.96,619,23,0
Islas Baleares,2020-07-13,2270,5.57,224,21,0
Islas Canarias,2020-07-13,2457,1.39,162,7,0
La Rioja,2020-07-13,4102,8.21,366,21,0
Melilla,2020-07-13,126,0,2,0,0
País Vasco,2020-07-13,13955,7.79,1562,16,0
Principado de Asturias,2020-07-13,2437,0.2,334,0,0
Región de Murcia,2020-07-13,1753,4.89,148,27,0
Andalucía,2020-07-14,13540,4.58,1435,30,0
Aragón,2020-07-14,6945,51.92,915,84,0
Cantabria,2020-07-14,2375,2.24,216,1,0
Castilla y León,2020-07-14,19826,5.92,2793,36,1
Castilla-La Mancha,2020-07-14,18393,9.94,3030,1,0
Cataluña,2020-07-14,65429,48.44,5677,343,1
Ceuta,2020-07-14,163,0,4,0,0
Comunidad de Madrid,2020-07-14,72695,9.29,8442,46,0
Comunidad Foral de Navarra,2020-07-14,5606,21.86,528,17,0
Comunidad Valenciana,2020-07-14,11831,4.6,1432,37,0
España,2020-07-14,256619,14.79,28409,666,3
Extremadura,2020-07-14,3202,16.3,519,11,0
Galicia,2020-07-14,9461,9,619,7,0
Islas Baleares,2020-07-14,2271,4.78,224,1,0
Islas Canarias,2020-07-14,2461,1.58,162,4,0
La Rioja,2020-07-14,4104,8.84,366,2,0
Melilla,2020-07-14,126,0,2,0,0
País Vasco,2020-07-14,13989,9.1,1563,34,1
Principado de Asturias,2020-07-14,2442,0.68,334,5,0
Región de Murcia,2020-07-14,1760,5.09,148,7,0
Andalucía,2020-07-15,13573,4.66,1435,33,0
Aragón,2020-07-15,7111,62.91,915,166,0
Cantabria,2020-07-15,2378,2.58,216,3,0
Castilla y León,2020-07-15,19836,5.67,2793,10,0
Castilla-La Mancha,2020-07-15,18399,10.33,3031,6,1
Cataluña,2020-07-15,65852,51.49,5678,423,1
Ceuta,2020-07-15,164,1.18,4,1,0
Comunidad de Madrid,2020-07-15,72797,9.03,8444,102,2
Comunidad Foral de Navarra,2020-07-15,5627,24.3,528,21,0
Comunidad Valenciana,2020-07-15,11854,4.72,1432,23,0
España,2020-07-15,257494,15.7,28413,875,4
Extremadura,2020-07-15,3208,16.3,519,6,0
Galicia,2020-07-15,9471,8.78,619,10,0
Islas Baleares,2020-07-15,2271,4.26,224,0,0
Islas Canarias,2020-07-15,2467,1.63,162,6,0
La Rioja,2020-07-15,4107,9.47,366,3,0
Melilla,2020-07-15,128,2.31,2,2,0
País Vasco,2020-07-15,14043,10.83,1563,54,0
Principado de Asturias,2020-07-15,2442,0.68,334,0,0
Región de Murcia,2020-07-15,1766,5.02,148,6,0
Andalucía,2020-07-16,13663,5.51,1435,90,0
Aragón,2020-07-16,7384,81.56,915,273,0
Cantabria,2020-07-16,2380,2.75,216,2,0
Castilla y León,2020-07-16,19855,6.04,2793,19,0
Castilla-La Mancha,2020-07-16,18413,11.41,3032,14,1
Cataluña,2020-07-16,66570,57.86,5678,718,0
Ceuta,2020-07-16,164,1.18,4,0,0
Comunidad de Madrid,2020-07-16,72882,8.94,8445,85,1
Comunidad Foral de Navarra,2020-07-16,5649,26.44,529,22,1
Comunidad Valenciana,2020-07-16,11892,5.12,1432,38,0
España,2020-07-16,258855,17.68,28416,1361,3
Extremadura,2020-07-16,3218,16.67,519,10,0
Galicia,2020-07-16,9479,8.82,619,8,0
Islas Baleares,2020-07-16,2277,4.18,224,6,0
Islas Canarias,2020-07-16,2481,2.09,162,14,0
La Rioja,2020-07-16,4108,9.47,366,1,0
Melilla,2020-07-16,128,2.31,2,0,0
País Vasco,2020-07-16,14099,13.04,1563,56,0
Principado de Asturias,2020-07-16,2442,0.68,334,0,0
Región de Murcia,2020-07-16,1771,5.15,148,5,0
Andalucía,2020-07-17,13731,6.18,1435,68,0
Aragón,2020-07-17,7639,98.31,915,255,0
Cantabria,2020-07-17,2381,2.93,217,1,1
Castilla y León,2020-07-17,19870,6.29,2793,15,0
Castilla-La Mancha,2020-07-17,18431,11.86,3034,18,2
Cataluña,2020-07-17,67217,63.01,5678,647,0
Ceuta,2020-07-17,164,1.18,4,0,0
Comunidad de Madrid,2020-07-17,73026,9.81,8446,144,1
Comunidad Foral de Navarra,2020-07-17,5708,35.31,529,59,0
Comunidad Valenciana,2020-07-17,11933,5.46,1432,41,0
España,2020-07-17,260255,19.64,28420,1400,4
Extremadura,2020-07-17,3243,18.36,519,25,0
Galicia,2020-07-17,9494,8.45,619,15,0
Islas Baleares,2020-07-17,2290,5.05,224,13,0
Islas Canarias,2020-07-17,2483,2.14,162,2,0
La Rioja,2020-07-17,4111,10.42,366,3,0
Melilla,2020-07-17,129,3.47,2,1,0
País Vasco,2020-07-17,14177,16.12,1563,78,0
Principado de Asturias,2020-07-17,2442,0.68,334,0,0
Región de Murcia,2020-07-17,1786,5.76,148,15,0
Andalucía,2020-07-20,13964,8.33,1435,233,0
Aragón,2020-07-20,8530,160.09,915,891,0
Cantabria,2020-07-20,2403,6.02,217,22,0
Castilla y León,2020-07-20,19906,6.92,2794,36,1
Castilla-La Mancha,2020-07-20,18480,11.51,3033,49,-1
Cataluña,2020-07-20,69393,84.48,5678,2176,0
Ceuta,2020-07-20,164,1.18,4,0,0
Comunidad de Madrid,2020-07-20,73296,12.14,8447,270,1
Comunidad Foral de Navarra,2020-07-20,5879,60.22,529,171,0
Comunidad Valenciana,2020-07-20,12103,8.17,1433,170,1
España,2020-07-20,264836,27.39,28422,4581,2
Extremadura,2020-07-20,3266,18.92,519,23,0
Galicia,2020-07-20,9510,6.41,619,16,0
Islas Baleares,2020-07-20,2316,6.61,224,26,0
Islas Canarias,2020-07-20,2551,5.11,162,68,0
La Rioja,2020-07-20,4122,13.89,366,11,0
Melilla,2020-07-20,129,3.47,2,0,0
País Vasco,2020-07-20,14539,35.47,1563,362,0
Principado de Asturias,2020-07-20,2445,0.98,334,3,0
Región de Murcia,2020-07-20,1840,8.9,148,54,0
Andalucía,2020-07-21,14041,9.13,1435,77,0
Aragón,2020-07-21,8720,172.52,915,190,0
Cantabria,2020-07-21,2405,6.37,217,2,0
Castilla y León,2020-07-21,19946,8.42,2795,40,1
Castilla-La Mancha,2020-07-21,18484,11.17,3033,4,0
Cataluña,2020-07-21,69906,89.03,5678,513,0
Ceuta,2020-07-21,164,1.18,4,0,0
Comunidad de Madrid,2020-07-21,73445,13.81,8448,149,1
Comunidad Foral de Navarra,2020-07-21,5956,71.84,529,77,0
Comunidad Valenciana,2020-07-21,12182,9.47,1433,79,0
España,2020-07-21,266194,29.42,28424,1358,2
Extremadura,2020-07-21,3278,19.95,519,12,0
Galicia,2020-07-21,9520,6.67,619,10,0
Islas Baleares,2020-07-21,2321,6.96,224,5,0
Islas Canarias,2020-07-21,2553,5.11,162,2,0
La Rioja,2020-07-21,4128,15.78,366,6,0
Melilla,2020-07-21,129,3.47,2,0,0
País Vasco,2020-07-21,14717,37.96,1563,178,0
Principado de Asturias,2020-07-21,2447,1.17,334,2,0
Región de Murcia,2020-07-21,1852,9.51,148,12,0
Andalucía,2020-07-22,14158,10.1,1435,117,0
Aragón,2020-07-22,9045,192.6,915,325,0
Cantabria,2020-07-22,2406,6.54,217,1,0
Castilla y León,2020-07-22,19963,8.63,2795,17,0
Castilla-La Mancha,2020-07-22,18501,12.4,3032,17,-1
Cataluña,2020-07-22,70317,89.51,5680,411,2
Ceuta,2020-07-22,164,1.18,4,0,0
Comunidad de Madrid,2020-07-22,73552,14.42,8449,107,1
Comunidad Foral de Navarra,2020-07-22,6089,91.41,529,133,0
Comunidad Valenciana,2020-07-22,12239,10.17,1433,57,0
España,2020-07-22,267551,30.88,28426,1357,2
Extremadura,2020-07-22,3295,20.6,519,17,0
Galicia,2020-07-22,9520,4.67,619,0,0
Islas Baleares,2020-07-22,2326,7.13,224,5,0
Islas Canarias,2020-07-22,2564,5.62,162,11,0
La Rioja,2020-07-22,4153,23.36,366,25,0
Melilla,2020-07-22,129,3.47,2,0,0
País Vasco,2020-07-22,14802,40.36,1563,85,0
Principado de Asturias,2020-07-22,2448,1.17,334,1,0
Región de Murcia,2020-07-22,1880,10.98,148,28,0
Andalucía,2020-07-23,14214,10.15,1435,56,0
Aragón,2020-07-23,9467,220.12,915,422,0
Cantabria,2020-07-23,2410,7.06,217,4,0
Castilla y León,2020-07-23,19987,9.17,2796,24,1
Castilla-La Mancha,2020-07-23,18527,12.59,3033,26,1
Cataluña,2020-07-23,71814,103.62,5680,1497,0
Ceuta,2020-07-23,164,1.18,4,0,0
Comunidad de Madrid,2020-07-23,73767,16.69,8450,215,1
Comunidad Foral de Navarra,2020-07-23,6153,100.58,529,64,0
Comunidad Valenciana,2020-07-23,12325,11.49,1433,86,0
España,2020-07-23,270166,34.9,28429,2615,3
Extremadura,2020-07-23,3298,20.32,519,3,0
Galicia,2020-07-23,9554,5.22,619,34,0
Islas Baleares,2020-07-23,2331,7.13,224,5,0
Islas Canarias,2020-07-23,2570,5.62,162,6,0
La Rioja,2020-07-23,4165,26.83,366,12,0
Melilla,2020-07-23,129,3.47,2,0,0
País Vasco,2020-07-23,14958,45.97,1563,156,0
Principado de Asturias,2020-07-23,2452,1.56,334,4,0
Región de Murcia,2020-07-23,1881,10.44,148,1,0
Andalucía,2020-07-24,14328,11.01,1436,114,1
Aragón,2020-07-24,9772,237.86,915,305,0
Cantabria,2020-07-24,2419,8.6,217,9,0
Castilla y León,2020-07-24,20017,10.04,2796,30,0
Castilla-La Mancha,2020-07-24,18539,12.64,3032,12,-1
Cataluña,2020-07-24,72919,111.57,5680,1105,0
Ceuta,2020-07-24,164,1.18,4,0,0
Comunidad de Madrid,2020-07-24,73944,18.58,8450,177,0
Comunidad Foral de Navarra,2020-07-24,6244,110.51,529,91,0
Comunidad Valenciana,2020-07-24,12442,13.29,1433,117,0
España,2020-07-24,272421,37.94,28432,2255,3
Extremadura,2020-07-24,3302,18.26,519,4,0
Galicia,2020-07-24,9584,5.45,619,30,0
Islas Baleares,2020-07-24,2343,8,224,12,0
Islas Canarias,2020-07-24,2578,5.8,162,8,0
La Rioja,2020-07-24,4169,27.78,366,4,0
Melilla,2020-07-24,129,3.47,2,0,0
País Vasco,2020-07-24,15086,50.5,1566,128,3
Principado de Asturias,2020-07-24,2454,1.66,334,2,0
Región de Murcia,2020-07-24,1988,17.27,148,107,0
Andalucía,2020-07-27,14607,13.01,1436,279,0
Aragón,2020-07-27,11010,314.11,915,1238,0
Cantabria,2020-07-27,2436,10.5,217,17,0
Castilla y León,2020-07-27,20055,10.09,2797,38,1
Castilla-La Mancha,2020-07-27,18611,13.68,3032,72,0
Cataluña,2020-07-27,75613,132.04,5680,2694,0
Ceuta,2020-07-27,164,1.18,4,0,0
Comunidad de Madrid,2020-07-27,74700,28.21,8451,756,1
Comunidad Foral de Navarra,2020-07-27,6484,136.19,529,240,0
Comunidad Valenciana,2020-07-27,12773,18.65,1433,331,0
España,2020-07-27,278782,47.05,28434,6361,2
Extremadura,2020-07-27,3316,11.61,519,14,0
Galicia,2020-07-27,9635,6.63,619,51,0
Islas Baleares,2020-07-27,2376,9.22,224,33,0
Islas Canarias,2020-07-27,2608,7.06,162,30,0
La Rioja,2020-07-27,4185,26.2,366,16,0
Melilla,2020-07-27,129,3.47,2,0,0
País Vasco,2020-07-27,15524,66.13,1566,438,0
Principado de Asturias,2020-07-27,2465,2.74,334,11,0
Región de Murcia,2020-07-27,2091,22.16,148,103,0
Andalucía,2020-07-28,14695,13.69,1435,88,-1
Aragón,2020-07-28,11377,334.88,915,367,0
Cantabria,2020-07-28,2447,12.39,217,11,0
Castilla y León,2020-07-28,20112,11.71,2797,57,0
Castilla-La Mancha,2020-07-28,18635,14.27,3032,24,0
Cataluña,2020-07-28,76332,134.99,5682,719,2
Ceuta,2020-07-28,164,1.18,4,0,0
Comunidad de Madrid,2020-07-28,74886,30.09,8451,186,0
Comunidad Foral de Navarra,2020-07-28,6526,140.32,529,42,0
Comunidad Valenciana,2020-07-28,12887,20.62,1434,114,1
España,2020-07-28,280610,49.22,28436,1828,2
Extremadura,2020-07-28,3322,11.24,519,6,0
Galicia,2020-07-28,9647,6.78,619,12,0
Islas Baleares,2020-07-28,2401,11.31,224,25,0
Islas Canarias,2020-07-28,2610,6.92,162,2,0
La Rioja,2020-07-28,4188,26.52,366,3,0
Melilla,2020-07-28,129,3.47,2,0,0
País Vasco,2020-07-28,15634,69.57,1566,110,0
Principado de Asturias,2020-07-28,2468,2.54,334,3,0
Región de Murcia,2020-07-28,2150,25.84,148,59,0
Andalucía,2020-07-29,14804,13.98,1435,109,0
Aragón,2020-07-29,11810,354.66,915,433,0
Cantabria,2020-07-29,2448,12.05,217,1,0
Castilla y León,2020-07-29,20142,12.29,2798,30,1
Castilla-La Mancha,2020-07-29,18651,13.72,3032,16,0
Cataluña,2020-07-29,77142,137.64,5685,810,3
Ceuta,2020-07-29,165,1.18,4,1,0
Comunidad de Madrid,2020-07-29,75110,31.97,8452,224,1
Comunidad Foral de Navarra,2020-07-29,6569,144.3,529,43,0
Comunidad Valenciana,2020-07-29,12999,22.38,1434,112,0
España,2020-07-29,282641,51.11,28441,2031,5
Extremadura,2020-07-29,3345,12.83,519,23,0
Galicia,2020-07-29,9661,6.85,619,14,0
Islas Baleares,2020-07-29,2425,12.96,224,24,0
Islas Canarias,2020-07-29,2617,6.97,162,7,0
La Rioja,2020-07-29,4191,26.2,366,3,0
Melilla,2020-07-29,129,1.16,2,0,0
País Vasco,2020-07-29,15754,72.56,1566,120,0
Principado de Asturias,2020-07-29,2480,3.72,334,12,0
Región de Murcia,2020-07-29,2199,28.85,148,49,0
Andalucía,2020-07-30,14924,14.87,1435,120,0
Aragón,2020-07-30,12167,361.94,915,357,0
Cantabria,2020-07-30,2455,12.91,217,7,0
Castilla y León,2020-07-30,20209,14.34,2798,67,0
Castilla-La Mancha,2020-07-30,18694,14.91,3032,43,0
Cataluña,2020-07-30,78257,142,5686,1115,1
Ceuta,2020-07-30,166,2.36,4,1,0
Comunidad de Madrid,2020-07-30,75552,37.4,8452,442,0
Comunidad Foral de Navarra,2020-07-30,6630,146.28,529,61,0
Comunidad Valenciana,2020-07-30,13233,26.12,1435,234,1
España,2020-07-30,285430,54.05,28443,2789,2
Extremadura,2020-07-30,3351,12.55,520,6,1
Galicia,2020-07-30,9683,7.33,619,22,0
Islas Baleares,2020-07-30,2464,15.14,224,39,0
Islas Canarias,2020-07-30,2623,6.64,162,6,0
La Rioja,2020-07-30,4195,27.15,366,4,0
Melilla,2020-07-30,129,1.16,2,0,0
País Vasco,2020-07-30,15938,78.5,1565,184,-1
Principado de Asturias,2020-07-30,2495,5.18,334,15,0
Región de Murcia,2020-07-30,2265,32.93,148,66,0
Andalucía,2020-07-31,15107,16.31,1435,183,0
Aragón,2020-07-31,12685,380.89,915,518,0
Cantabria,2020-07-31,2469,15.14,217,14,0
Castilla y León,2020-07-31,20310,17.75,2798,101,0
Castilla-La Mancha,2020-07-31,18743,16.38,3032,49,0
Cataluña,2020-07-31,79324,145.75,5686,1067,0
Ceuta,2020-07-31,166,2.36,4,0,0
Comunidad de Madrid,2020-07-31,76145,44.86,8453,593,1
Comunidad Foral de Navarra,2020-07-31,6666,143.53,529,36,0
Comunidad Valenciana,2020-07-31,13318,26.84,1436,85,1
España,2020-07-31,288522,57.46,28445,3092,2
Extremadura,2020-07-31,3373,12.18,520,22,0
Galicia,2020-07-31,9717,8.15,619,34,0
Islas Baleares,2020-07-31,2545,21.05,224,81,0
Islas Canarias,2020-07-31,2631,6.87,162,8,0
La Rioja,2020-07-31,4200,28.09,366,5,0
Melilla,2020-07-31,132,3.47,2,3,0
País Vasco,2020-07-31,16149,84.93,1565,211,0
Principado de Asturias,2020-07-31,2516,7.24,334,21,0
Región de Murcia,2020-07-31,2326,35.81,148,61,0
Andalucía,2020-08-03,15638,19.03,1435,531,0
Aragón,2020-08-03,17449,566.9,937,4764,22
Cantabria,2020-08-03,2532,22.2,217,63,0
Castilla y León,2020-08-03,20484,23.09,2799,174,1
Castilla-La Mancha,2020-08-03,18843,18.99,3034,100,2
Cataluña,2020-08-03,80568,136.41,5687,1244,1
Ceuta,2020-08-03,166,2.36,4,0,0
Comunidad de Madrid,2020-08-03,76145,40.88,8453,0,0
Comunidad Foral de Navarra,2020-08-03,6807,142.46,529,141,0
Comunidad Valenciana,2020-08-03,13840,32.52,1437,522,1
España,2020-08-03,297054,62.94,28472,8532,27
Extremadura,2020-08-03,3447,17.33,520,74,0
Galicia,2020-08-03,9808,10.82,619,91,0
Islas Baleares,2020-08-03,2612,25.49,224,67,0
Islas Canarias,2020-08-03,2687,6.32,162,56,0
La Rioja,2020-08-03,4208,27.15,366,8,0
Melilla,2020-08-03,139,11.56,2,7,0
País Vasco,2020-08-03,16669,89.46,1565,520,0
Principado de Asturias,2020-08-03,2552,10.46,334,36,0
Región de Murcia,2020-08-03,2460,40.83,148,134,0
Andalucía,2020-08-04,15839,20.22,1437,201,2
Aragón,2020-08-04,17837,566.14,937,388,0
Cantabria,2020-08-04,2567,27.88,217,35,0
Castilla y León,2020-08-04,20643,28.26,2799,159,0
Castilla-La Mancha,2020-08-04,18957,22.78,3038,114,4
Cataluña,2020-08-04,83079,158.15,5703,2511,16
Ceuta,2020-08-04,166,2.36,4,0,0
Comunidad de Madrid,2020-08-04,77918,66.2,8457,1773,4
Comunidad Foral de Navarra,2020-08-04,6936,149.65,529,129,0
Comunidad Valenciana,2020-08-04,13974,34.05,1437,134,0
España,2020-08-04,302814,71.4,28498,5760,26
Extremadura,2020-08-04,3454,17.05,520,7,0
Galicia,2020-08-04,9845,11.93,619,37,0
Islas Baleares,2020-08-04,2739,36.02,224,127,0
Islas Canarias,2020-08-04,2695,6.55,162,8,0
La Rioja,2020-08-04,4213,26.83,366,5,0
Melilla,2020-08-04,140,12.72,2,1,0
País Vasco,2020-08-04,16750,88.96,1565,81,0
Principado de Asturias,2020-08-04,2558,10.85,334,6,0
Región de Murcia,2020-08-04,2504,42.97,148,44,0
Andalucía,2020-08-05,15992,21.36,1437,153,0
Aragón,2020-08-05,18494,567.35,937,657,0
Cantabria,2020-08-05,2604,34.07,217,37,0
Castilla y León,2020-08-05,20739,31.46,2800,96,1
Castilla-La Mancha,2020-08-05,18957,21.69,3038,0,0
Cataluña,2020-08-05,83850,152.7,5703,771,0
Ceuta,2020-08-05,166,2.36,4,0,0
Comunidad de Madrid,2020-08-05,78531,72.65,8457,613,0
Comunidad Foral de Navarra,2020-08-05,7006,140.93,529,70,0
Comunidad Valenciana,2020-08-05,14262,37.75,1437,288,0
España,2020-08-05,305767,72.23,28499,2953,1
Extremadura,2020-08-05,3475,17.42,520,21,0
Galicia,2020-08-05,9873,12.3,619,28,0
Islas Baleares,2020-08-05,2823,42.8,224,84,0
Islas Canarias,2020-08-05,2711,6.78,162,16,0
La Rioja,2020-08-05,4215,19.26,366,2,0
Melilla,2020-08-05,144,17.34,2,4,0
País Vasco,2020-08-05,16750,83.57,1565,0,0
Principado de Asturias,2020-08-05,2572,12.12,334,14,0
Región de Murcia,2020-08-05,2603,47.79,148,99,0
Andalucía,2020-08-06,16308,24.14,1438,316,1
Aragón,2020-08-06,18870,532.79,937,376,0
Cantabria,2020-08-06,2623,36.66,217,19,0
Castilla y León,2020-08-06,20922,38.38,2800,183,0
Castilla-La Mancha,2020-08-06,19028,26.22,3038,71,0
Cataluña,2020-08-06,84952,152.27,5703,1102,0
Ceuta,2020-08-06,166,2.36,4,0,0
Comunidad de Madrid,2020-08-06,79262,81.05,8457,731,0
Comunidad Foral de Navarra,2020-08-06,7084,142.77,529,78,0
Comunidad Valenciana,2020-08-06,14439,39.11,1437,177,0
España,2020-08-06,309855,75.29,28500,4088,1
Extremadura,2020-08-06,3513,20.42,520,38,0
Galicia,2020-08-06,9926,13.67,619,53,0
Islas Baleares,2020-08-06,2934,52.11,224,111,0
Islas Canarias,2020-08-06,2743,8.03,162,32,0
La Rioja,2020-08-06,4220,17.05,366,5,0
Melilla,2020-08-06,148,21.97,2,4,0
País Vasco,2020-08-06,17411,107.39,1565,661,0
Principado de Asturias,2020-08-06,2606,15.06,334,34,0
Región de Murcia,2020-08-06,2700,49.67,148,97,0
Andalucía,2020-08-07,16618,26.67,1438,310,0
Aragón,2020-08-07,18870,503.68,937,0,0
Cantabria,2020-08-07,2653,40.27,217,30,0
Castilla y León,2020-08-07,21130,45.22,2800,208,0
Castilla-La Mancha,2020-08-07,19109,28.92,3038,81,0
Cataluña,2020-08-07,85970,150.78,5704,1018,1
Ceuta,2020-08-07,166,2.36,4,0,0
Comunidad de Madrid,2020-08-07,80673,99.02,8458,1411,1
Comunidad Foral de Navarra,2020-08-07,7193,145.06,529,109,0
Comunidad Valenciana,2020-08-07,14908,45.97,1437,469,0
España,2020-08-07,314362,79.82,28503,4507,3
Extremadura,2020-08-07,3542,22.67,521,29,1
Galicia,2020-08-07,10011,16.23,619,85,0
Islas Baleares,2020-08-07,3051,60.03,224,117,0
Islas Canarias,2020-08-07,2798,10.22,162,55,0
La Rioja,2020-08-07,4233,20.52,366,13,0
Melilla,2020-08-07,151,25.44,2,3,0
País Vasco,2020-08-07,17820,120.26,1565,409,0
Principado de Asturias,2020-08-07,2635,17.7,334,29,0
Región de Murcia,2020-08-07,2831,53.95,148,131,0
Andalucía,2020-08-10,17473,33.34,1443,855,5
Aragón,2020-08-10,18388,541.12,991,-482,54
Cantabria,2020-08-10,2746,53.35,217,93,0
Castilla y León,2020-08-10,21394,53.97,2800,264,0
Castilla-La Mancha,2020-08-10,19267,33.25,3036,158,-2
Cataluña,2020-08-10,88572,157.73,5706,2602,2
Ceuta,2020-08-10,167,3.54,4,1,0
Comunidad de Madrid,2020-08-10,83120,125.19,8464,2447,6
Comunidad Foral de Navarra,2020-08-10,7524,159.28,530,331,1
Comunidad Valenciana,2020-08-10,15411,48.66,1438,503,1
España,2020-08-10,322980,90.56,28576,8618,73
Extremadura,2020-08-10,3613,28,521,71,0
Galicia,2020-08-10,10245,22.74,621,234,2
Islas Baleares,2020-08-10,3143,60.12,226,92,2
Islas Canarias,2020-08-10,2955,16.11,164,157,2
La Rioja,2020-08-10,4269,27.78,366,36,0
Melilla,2020-08-10,162,38.16,2,11,0
País Vasco,2020-08-10,18866,150.51,1565,1046,0
Principado de Asturias,2020-08-10,2701,23.07,334,66,0
Región de Murcia,2020-08-10,2964,53.89,148,133,0
Andalucía,2020-08-11,17758,35.76,1443,285,0
Aragón,2020-08-11,18849,571.14,991,461,0
Cantabria,2020-08-11,2759,53.52,219,13,2
Castilla y León,2020-08-11,21994,76.93,2802,600,2
Castilla-La Mancha,2020-08-11,19445,41.12,3035,178,-1
Cataluña,2020-08-11,89015,152.6,5706,443,0
Ceuta,2020-08-11,168,4.72,4,1,0
Comunidad de Madrid,2020-08-11,83606,128.73,8464,486,0
Comunidad Foral de Navarra,2020-08-11,7564,159.12,531,40,1
Comunidad Valenciana,2020-08-11,15663,51.62,1439,252,1
España,2020-08-11,326612,94.6,28581,3632,5
Extremadura,2020-08-11,3626,28.66,521,13,0
Galicia,2020-08-11,10284,23.52,622,39,1
Islas Baleares,2020-08-11,3501,89.43,225,358,-1
Islas Canarias,2020-08-11,3041,19.88,164,86,0
La Rioja,2020-08-11,4301,36.93,366,32,0
Melilla,2020-08-11,174,52.03,2,12,0
País Vasco,2020-08-11,19110,153.1,1565,244,0
